0.000000000000000000e+00, 3.351032163829112509e+00, 1.219999999999999973e+00
1.000000000000000021e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
2.000000000000000042e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
2.999999999999999889e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
4.000000000000000083e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
5.000000000000000278e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
5.999999999999999778e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
7.000000000000000666e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
8.000000000000000167e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
8.999999999999999667e-02, 3.351032163829112509e+00, 1.219999999999999973e+00
1.000000000000000056e-01, 3.351032163829112509e+00, 1.188140258537074168e+00
1.100000000000000006e-01, 3.351032163829112509e+00, 9.744280973168255588e-01
1.199999999999999956e-01, 3.351032163829112509e+00, 8.255471769558454520e-01
1.300000000000000044e-01, 3.351032163829112509e+00, 7.143618430269629282e-01
1.400000000000000133e-01, 3.351032163829112509e+00, 6.274675649464028782e-01
1.499999999999999944e-01, 3.351032163829112509e+00, 5.573387182716443844e-01
1.600000000000000033e-01, 3.351032163829112509e+00, 4.993669713900875662e-01
1.700000000000000122e-01, 3.351032163829112509e+00, 4.505461302161078985e-01
1.799999999999999933e-01, 3.351032163829112509e+00, 4.088180222233012140e-01
1.900000000000000022e-01, 3.351032163829112509e+00, 3.727186169997476206e-01
2.000000000000000111e-01, 3.351032163829112509e+00, 3.411736735870545267e-01
2.099999999999999922e-01, 3.351032163829112509e+00, 3.133744073754465287e-01
2.200000000000000011e-01, 3.351032163829112509e+00, 2.886985304992976675e-01
2.300000000000000100e-01, 3.351032163829112509e+00, 2.666582770190525919e-01
2.399999999999999911e-01, 3.351032163829112509e+00, 2.468651323749501414e-01
2.500000000000000000e-01, 3.351032163829112509e+00, 2.290052623847664004e-01
2.600000000000000089e-01, 3.351032163829112509e+00, 2.128220006720666635e-01
2.700000000000000178e-01, 3.351032163829112509e+00, 1.981031138886222287e-01
2.800000000000000266e-01, 3.351032163829112509e+00, 1.846713751356072464e-01
2.899999999999999800e-01, 3.351032163829112509e+00, 1.723774745917344142e-01
2.999999999999999889e-01, 3.351032163829112509e+00, 1.610946113393940948e-01
3.099999999999999978e-01, 3.351032163829112509e+00, 1.507143142498915955e-01
3.200000000000000067e-01, 3.351032163829112509e+00, 1.411431746456116854e-01
3.300000000000000155e-01, 3.351032163829112509e+00, 1.323002644323884591e-01
3.400000000000000244e-01, 3.351032163829112509e+00, 1.241150758720221403e-01
3.500000000000000333e-01, 3.351032163829112509e+00, 1.165258627732566193e-01
3.599999999999999867e-01, 3.351032163829112509e+00, 1.094782937742635603e-01
3.699999999999999956e-01, 3.351032163829112509e+00, 1.029243505787666713e-01
3.800000000000000044e-01, 3.351032163829112509e+00, 9.682142014682761089e-02
3.900000000000000133e-01, 3.351032163829112509e+00, 9.113154171755583066e-02
4.000000000000000222e-01, 3.351032163829112509e+00, 8.582077837568344303e-02
4.100000000000000311e-01, 3.351032163829112509e+00, 8.085868951266489413e-02
4.199999999999999845e-01, 3.351032163829112509e+00, 7.621788556872052811e-02
4.299999999999999933e-01, 3.351032163829112509e+00, 7.187365029588003995e-02
4.400000000000000022e-01, 3.351032163829112509e+00, 6.780361875553253537e-02
4.500000000000000111e-01, 3.351032163829112509e+00, 6.398750157615085143e-02
4.600000000000000200e-01, 3.351032163829112509e+00, 6.040684780797538761e-02
4.700000000000000289e-01, 3.351032163829112509e+00, 5.704484013988103674e-02
4.799999999999999822e-01, 3.351032163829112509e+00, 5.388611737761883624e-02
4.899999999999999911e-01, 3.351032163829112509e+00, 5.091661998837961750e-02
5.000000000000000000e-01, 3.351032163829112509e+00, 4.812345524432307120e-02
5.100000000000000089e-01, 3.351032163829112509e+00, 4.549477908559821510e-02
5.200000000000000178e-01, 3.351032163829112509e+00, 4.301969230081338635e-02
